timestamp,window,cpu (millicores),memory (megabytes)
2022-09-11T12:00:53Z,13s,44.822251,5.648384
2022-09-11T12:01:10Z,17s,51.65503,5.730304
2022-09-11T12:01:10Z,17s,51.65503,5.730304
2022-09-11T12:01:30Z,20s,49.708757,5.9392
2022-09-11T12:01:43Z,13s,47.598556,5.9392
2022-09-11T12:01:58Z,15s,52.139393,5.976064
2022-09-11T12:02:13Z,15s,49.372607,5.996544
