Running 15m test @ http://10.101.125.27:8080/wrk2-api/post/compose
  2 threads and 4 connections
  Thread calibration: mean lat.: 30.298ms, rate sampling interval: 92ms
  Thread calibration: mean lat.: 29.133ms, rate sampling interval: 81ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    59.27ms   93.01ms 470.02ms   90.29%
    Req/Sec    14.55     12.90    50.00     59.27%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   27.33ms
 75.000%   45.92ms
 90.000%  148.61ms
 99.000%  470.02ms
 99.900%  888.32ms
 99.990%    1.11s 
 99.999%    1.37s 
100.000%    1.37s 

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       3.347     0.000000            1         1.00
      15.207     0.100000         2655         1.11
      18.255     0.200000         5320         1.25
      21.615     0.300000         7969         1.43
      24.687     0.400000        10614         1.67
      27.327     0.500000        13272         2.00
      28.767     0.550000        14592         2.22
      30.703     0.600000        15925         2.50
      33.471     0.650000        17246         2.86
      38.271     0.700000        18573         3.33
      45.919     0.750000        19896         4.00
      51.583     0.775000        20562         4.44
      60.191     0.800000        21225         5.00
      73.727     0.825000        21885         5.71
      93.375     0.850000        22549         6.67
     118.271     0.875000        23213         8.00
     131.583     0.887500        23543         8.89
     148.607     0.900000        23876        10.00
     166.783     0.912500        24209        11.43
     188.799     0.925000        24546        13.33
     212.607     0.937500        24873        16.00
     226.175     0.943750        25035        17.78
     241.791     0.950000        25201        20.00
     257.279     0.956250        25370        22.86
     280.319     0.962500        25535        26.67
     303.871     0.968750        25701        32.00
     318.975     0.971875        25781        35.56
     332.799     0.975000        25865        40.00
     353.279     0.978125        25947        45.71
     376.831     0.981250        26030        53.33
     405.503     0.984375        26113        64.00
     419.839     0.985938        26156        71.11
     434.687     0.987500        26196        80.00
     456.703     0.989062        26237        91.43
     480.255     0.990625        26279       106.67
     508.415     0.992188        26320       128.00
     522.239     0.992969        26341       142.22
     541.695     0.993750        26362       160.00
     565.759     0.994531        26382       182.86
     591.359     0.995313        26404       213.33
     622.591     0.996094        26424       256.00
     644.095     0.996484        26434       284.44
     677.375     0.996875        26445       320.00
     697.855     0.997266        26455       365.71
     725.503     0.997656        26465       426.67
     752.127     0.998047        26476       512.00
     765.439     0.998242        26481       568.89
     785.919     0.998437        26486       640.00
     803.839     0.998633        26491       731.43
     819.711     0.998828        26496       853.33
     898.559     0.999023        26502      1024.00
     939.007     0.999121        26504      1137.78
     965.119     0.999219        26508      1280.00
     982.015     0.999316        26509      1462.86
     999.935     0.999414        26512      1706.67
    1041.407     0.999512        26515      2048.00
    1043.455     0.999561        26516      2275.56
    1055.743     0.999609        26518      2560.00
    1055.743     0.999658        26518      2925.71
    1081.343     0.999707        26520      3413.33
    1082.367     0.999756        26522      4096.00
    1082.367     0.999780        26522      4551.11
    1082.367     0.999805        26522      5120.00
    1102.847     0.999829        26523      5851.43
    1112.063     0.999854        26524      6826.67
    1112.063     0.999878        26524      8192.00
    1166.335     0.999890        26525      9102.22
    1166.335     0.999902        26525     10240.00
    1166.335     0.999915        26525     11702.86
    1298.431     0.999927        26526     13653.33
    1298.431     0.999939        26526     16384.00
    1298.431     0.999945        26526     18204.44
    1298.431     0.999951        26526     20480.00
    1298.431     0.999957        26526     23405.71
    1369.087     0.999963        26527     27306.67
    1369.087     1.000000        26527          inf
#[Mean    =       59.271, StdDeviation   =       93.009]
#[Max     =     1368.064, Total count    =        26527]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  26853 requests in 15.00m, 350.75MB read
  Socket errors: connect 0, read 0, write 1, timeout 0
Requests/sec:     29.83
Transfer/sec:    399.05KB
