timestamp,window,cpu (millicores),memory (megabytes)
2022-09-11T09:15:33Z,12s,49.308268,5.750784
2022-09-11T09:15:52Z,19s,48.000719,5.849088
2022-09-11T09:15:52Z,19s,48.000719,5.849088
2022-09-11T09:16:21Z,29s,51.341747,6.029312
2022-09-11T09:16:21Z,29s,51.341747,6.029312
2022-09-11T09:16:41Z,20s,48.31224,6.119424
2022-09-11T09:17:01Z,20s,50.024645,6.344704
